XM_012316519.2	LOC100649911
XM_020864626.1	LOC100647976
XM_012311604.2	LOC100647976
XM_020864624.1	LOC100647976
XM_012311601.2	LOC100647976
XM_020864627.1	LOC100647976
XM_012311605.2	LOC100647976
XM_020864625.1	LOC100647976
XM_012311595.2	LOC100647343
XM_012311599.2	LOC100647343
XM_020864524.1	LOC100647343
XM_020864533.1	LOC100647343
XM_020864526.1	LOC100647343
XM_012311596.2	LOC100647343
XM_020864541.1	LOC100647343
XM_020864530.1	LOC100647343
XM_012311593.2	LOC100647343
XM_012311597.2	LOC100647343
XM_020864543.1	LOC100647343
XM_012311598.2	LOC100647343
XM_012311590.2	LOC100647343
XM_012311592.2	LOC100647343
XM_012311591.2	LOC100647343
XM_020864525.1	LOC100647343
XM_020864538.1	LOC100647343
XM_020864537.1	LOC100647343
XM_020864536.1	LOC100647343
XM_012311594.2	LOC100647343
XM_020864535.1	LOC100647343
XM_020864527.1	LOC100647343
XM_020864534.1	LOC100647343
XM_020864542.1	LOC100647343
XM_020864540.1	LOC100647343
XM_020864532.1	LOC100647343
XM_020864539.1	LOC100647343
XM_020864531.1	LOC100647343
XM_020864529.1	LOC100647343
XM_020864528.1	LOC100647343
XR_001098963.2	LOC105666033
XM_003397430.3	LOC100647539
XM_003397427.3	LOC100647223
XM_012311587.2	LOC100647223
XM_012311588.2	LOC100647223
XM_020864598.1	LOC100645378
XM_003397426.3	LOC100647104
XM_003397425.3	LOC100646984
XM_003397424.3	LOC100646867
XM_012311585.2	LOC100645251
XR_001098962.1	LOC105666032
XR_002308043.1	LOC105666032
XM_012311582.2	LOC100645251
XM_012311584.2	LOC100645251
XM_012311583.2	LOC100645251
XM_003397423.3	LOC100646745
XM_012311580.2	LOC100646543
XM_012311579.2	LOC100646421
XM_012311578.2	LOC100646421
XR_001098961.2	LOC100645009
XM_020864578.1	LOC100644765
XM_020864577.1	LOC100644765
XM_020864575.1	LOC100644765
XM_020864572.1	LOC100644765
XM_020864574.1	LOC100644765
XM_020864573.1	LOC100644765
XM_020864571.1	LOC100644765
XM_020864569.1	LOC100644765
XM_020864570.1	LOC100644765
XM_020864567.1	LOC100644765
XM_020864576.1	LOC100644765
XM_012311568.1	LOC100644765
XM_012311566.1	LOC100644765
XM_020864568.1	LOC100644765
XM_012311577.2	LOC100644765
XR_002308041.1	LOC110119569
XM_020864579.1	LOC110119568
XM_020864438.1	LOC110119543
XM_003397419.3	LOC100646111
XM_020864613.1	LOC100645993
XM_003397418.3	LOC100645993
XM_020864614.1	LOC100645993
XM_020864616.1	LOC100645201
XM_020864617.1	LOC100645201
XM_003397412.3	LOC100645201
XM_020864618.1	LOC100645201
XM_003397414.2	LOC100645451
XM_012311557.2	LOC100645330
XM_003397413.3	LOC100645330
XM_012311556.2	LOC100645330
XR_002308001.1	LOC100645757
XM_003397417.2	LOC100645757
XM_012311564.1	LOC100645757
XM_012311561.1	LOC100645757
XM_012311562.2	LOC100645757
XM_012311563.2	LOC100645757
XM_012311559.1	LOC100645757
XM_012311560.1	LOC100645757
XM_012311554.2	LOC100645008
XM_003397410.3	LOC100645008
XM_003397409.3	LOC100644891
XM_012311555.2	LOC100644891
XM_003397407.3	LOC100644525
XM_003397408.3	LOC100644764
XM_012311553.2	LOC100644642
XM_012311552.2	LOC100644406
XR_001098960.2	LOC100644406
XM_003397406.3	LOC100644406
XM_003397405.3	LOC100644297
XM_012311548.2	LOC100643973
XM_020864324.1	LOC100643973
XM_003397402.3	LOC100643973
XM_012311549.2	LOC100643973
XM_003397400.3	LOC100643733
XM_012311546.2	LOC100643367
XM_020864802.1	LOC100643488
XM_003397398.3	LOC100643488
XM_012311542.2	LOC100643613
XM_020864801.1	LOC100643613
XM_012311543.2	LOC100643245
XM_003397397.3	LOC100643245
XM_012311545.1	LOC100643245
XM_012311541.2	LOC100642762
XM_003397395.3	LOC100643001
XM_012311538.2	LOC100643122
XM_003397396.3	LOC100643122
XM_012311539.2	LOC100643122
XR_002308059.1	LOC100642887
XM_020864803.1	LOC100642887
XM_012311536.2	LOC100642887
XM_020864804.1	LOC100642887
XM_020864805.1	LOC100642887
XM_020864806.1	LOC100642887
XR_002308060.1	LOC110119587
XM_020864797.1	LOC100642456
XM_003397390.3	LOC100642456
XM_012311535.2	LOC100642335
XM_003397389.3	LOC100642335
XM_003397388.3	LOC100642213
XM_020864799.1	LOC100642213
XM_003397387.3	LOC100652241
XM_020864631.1	LOC100652123
XM_012311529.2	LOC100652123
XM_012311530.2	LOC100652123
XM_012311531.2	LOC100652123
XM_012311532.2	LOC100652123
XM_012311533.2	LOC100652123
XM_012311534.2	LOC105666031
XM_020864632.1	LOC100651605
XM_003397385.3	LOC100651839
XM_003397384.3	LOC100651720
XM_012311527.2	LOC105666030
XM_020864591.1	LOC100651084
XM_012311525.2	LOC100651084
XM_012311526.2	LOC100651084
XM_003397381.3	LOC100651332
XM_012311517.2	LOC100651332
XM_020864592.1	LOC100651332
XM_003397380.3	LOC100651207
XM_012311521.2	LOC100651207
XM_012311520.2	LOC100651207
XM_012311519.2	LOC100651207
XM_012311518.2	LOC100651207
XM_012311524.2	LOC100644526
XM_020864593.1	LOC110119570
XM_020864589.1	LOC100644526
XM_012311523.2	LOC100644526
XM_012311522.2	LOC100644526
XM_003397378.3	LOC100650814
XM_020864729.1	LOC110119581
XM_020864727.1	LOC110119579
XM_020864441.1	LOC110119545
XM_012311460.2	LOC105666028
XM_020864728.1	LOC110119580
XM_020864730.1	LOC110119582
XM_012311461.2	LOC105666029
XM_020864731.1	LOC110119159
XM_020864693.1	LOC100649963
XM_020864706.1	LOC100649963
XM_020864687.1	LOC100649963
XM_020864684.1	LOC100649963
XM_020864691.1	LOC100649963
XM_020864680.1	LOC100649963
XM_020864690.1	LOC100649963
XM_020864682.1	LOC100649963
XM_020864726.1	LOC110119578
XM_020864702.1	LOC100649963
XM_020864688.1	LOC100649963
XM_020864725.1	LOC100649963
XM_020864686.1	LOC100649963
XM_020864723.1	LOC100649963
XM_020864677.1	LOC100649963
XM_012311462.2	LOC100649963
XM_012311463.2	LOC100649963
XM_020864679.1	LOC100649963
XM_020864685.1	LOC100649963
XM_020864721.1	LOC100649963
XM_020864713.1	LOC100649963
XM_020864710.1	LOC100649963
XM_020864701.1	LOC100649963
XM_020864699.1	LOC100649963
XM_020864705.1	LOC100649963
XM_020864689.1	LOC100649963
XM_020864696.1	LOC100649963
XM_020864716.1	LOC100649963
XM_020864717.1	LOC100649963
XM_020864708.1	LOC100649963
XM_020864724.1	LOC100649963
XM_020864698.1	LOC100649963
XM_020864692.1	LOC100649963
XM_020864704.1	LOC100649963
XM_020864719.1	LOC100649963
XM_020864720.1	LOC100649963
XM_020864722.1	LOC100649963
XM_020864703.1	LOC100649963
XM_020864709.1	LOC100649963
XM_020864718.1	LOC100649963
XM_020864714.1	LOC100649963
XM_020864695.1	LOC100649963
XM_020864712.1	LOC100649963
XM_020864707.1	LOC100649963
XM_020864694.1	LOC100649963
XM_020864683.1	LOC100649963
XM_020864697.1	LOC100649963
XM_020864681.1	LOC100649963
XM_020864711.1	LOC100649963
XM_020864678.1	LOC100649963
XM_020864700.1	LOC100649963
XM_020864442.1	LOC110119546
XM_012311452.1	LOC100649846
XM_020864364.1	LOC100649846
XM_012311450.2	LOC100649846
XM_012311451.2	LOC100649846
XM_020864365.1	LOC100649846
XM_020864367.1	LOC100649846
XM_003397369.3	LOC100649735
XM_003397368.3	LOC100649629
XM_020864370.1	LOC100649629
XM_012311459.2	LOC100649506
XM_012311455.2	LOC100649506
XM_012311458.2	LOC100649506
XM_012311456.2	LOC100649506
XM_012311457.2	LOC100649506
XM_020864369.1	LOC100649384
XM_003397366.3	LOC100649384
XM_020864368.1	LOC100649384
XM_003397474.3	LOC100642888
XM_003397362.3	LOC100648903
XM_012311449.2	LOC100649262
XM_003397365.3	LOC100649262
XM_003397363.2	LOC100649024
XM_012311447.2	LOC100649024
XM_020864372.1	LOC100649024
XM_012311446.2	LOC100642763
XM_012311440.2	LOC105666027
XM_012311441.2	LOC105666027
XM_020864374.1	LOC105666027
XR_002308010.1	LOC100648788
XR_002308012.1	LOC100648788
XM_003397361.3	LOC100648788
XM_020864375.1	LOC100648788
XM_020864377.1	LOC100648679
XM_020864376.1	LOC100648679
XR_002308014.1	LOC100648679
XM_003397360.3	LOC100648679
XM_012311443.1	LOC100648679
XM_012311444.2	LOC100648679
XM_003397359.3	LOC100648560
XM_003397358.3	LOC100648442
XM_020864331.1	LOC100648325
XM_003397357.3	LOC100648325
XM_012311435.2	LOC100648325
XM_012311434.2	LOC100648325
XM_020864328.1	LOC100648325
XM_020864327.1	LOC100648325
XM_020864326.1	LOC100648325
XM_020864325.1	LOC100648325
XM_020864330.1	LOC100648325
XM_020864329.1	LOC100648325
XM_012311439.2	LOC100648211
XM_012311438.2	LOC100648211
XM_003397356.3	LOC100648211
XM_012311432.2	LOC100642523
XM_012311431.1	LOC100642523
XM_003397354.3	LOC100647975
XM_003397353.3	LOC100647854
XM_003397351.3	LOC100647623
XM_012311428.2	LOC100647736
XM_012311427.2	LOC100647503
XM_020864581.1	LOC100647149
XM_012311424.2	LOC100647149
XM_020864580.1	LOC100647149
XM_012311419.2	LOC100647149
XM_012311421.2	LOC100647149
XM_012311420.2	LOC100647149
XM_003397348.3	LOC100647149
XM_012311418.2	LOC100647149
XM_020864582.1	LOC100647149
XM_012311426.2	LOC100647149
XM_020864583.1	LOC100647149
XM_012311413.2	LOC100647266
XM_020864586.1	LOC100647266
XM_020864587.1	LOC100647266
XM_003397349.3	LOC100647266
XM_012311417.2	LOC100647383
XM_012311416.2	LOC100647383
XM_012311415.2	LOC100647383
XM_020864588.1	LOC100647383
XM_012311410.1	LOC100647029
XM_012311409.2	LOC100647029
XM_012311408.2	LOC100647029
XM_003397520.3	LOC100648402
XM_020864584.1	LOC100646786
XM_020864585.1	LOC100646786
XM_012311406.2	LOC100648519
XM_012311407.2	LOC105666026
XM_003397519.3	LOC100648284
XM_020864391.1	LOC100648168
XM_020864427.1	LOC110119542
XM_003397468.2	LOC100652316
XM_003397517.3	LOC100648057
XM_003397467.2	LOC100652197
XM_003397515.3	LOC100647856
XM_020864440.1	LOC100647737
XM_012311402.2	LOC100652079
XM_003397513.3	LOC100647624
XM_012311400.2	LOC100647301
XM_003397511.3	LOC100647301
XM_003397512.3	LOC100647504
XM_003397509.3	LOC100647187
10672	TRNAV-CAC	
10673	TRNAL-CAA	
10674	TRNAE-CUC	
XM_003397508.3	LOC100647068
XM_012311399.2	LOC100651957
XM_003397507.2	LOC100646951
XM_012311397.2	LOC105666025
XM_003397506.3	LOC100646830
XM_003397505.3	LOC100646711
XM_020864662.1	LOC100646590
XM_003397504.3	LOC100646590
XM_012311396.2	LOC100646470
XM_012311395.2	LOC100646347
XM_003397502.3	LOC100646347
XM_020864665.1	LOC100646229
XM_020864664.1	LOC100646229
XM_003397500.3	LOC100646112
XM_003397499.3	LOC100645838
XM_003397498.3	LOC100645838
XM_003397497.3	LOC100645838
XM_012311391.2	LOC100645838
XM_012311392.2	LOC100645838
XM_003397496.3	LOC100645721
XM_003397492.3	LOC100645128
XM_012311379.2	LOC100643368
XM_012311381.2	LOC100643368
XM_012311376.2	LOC100643368
XM_012311382.2	LOC100643368
XM_012311375.2	LOC100643368
XM_012311387.2	LOC100643368
XM_012311386.2	LOC100643368
XM_012311385.2	LOC100643368
XM_012311384.2	LOC100643368
XM_012311389.2	LOC100643368
XM_012311378.2	LOC100643368
XM_012311380.2	LOC100643368
XM_012311388.2	LOC100643368
XM_012311374.2	LOC105666024
XM_012311372.2	LOC100650000
XM_003397452.3	LOC100650000
XM_003397451.3	LOC100650000
XM_003397460.3	LOC100651372
XM_003397469.3	LOC100642287
XM_003397431.3	LOC100647660
XM_003397439.3	LOC100648753
XM_012311656.2	LOC100651840
XM_012311371.1	LOC100645636
XM_012311366.1	LOC100642571
XM_012311369.1	LOC100642571
XM_012311367.2	LOC100642571
XM_012311368.2	LOC100642571
XM_012311370.2	LOC100642571
XM_003397392.3	LOC100642571
XM_012311365.2	LOC100644092
XM_003397404.3	LOC100644092
XM_003397403.3	LOC100644092
XM_003397382.3	LOC100651449
XM_003397372.3	LOC100650083
XM_012311349.2	LOC100649142
XM_020864335.1	LOC100649142
XM_012311350.2	LOC100649142
XM_003397364.3	LOC100649142
XM_012311655.2	LOC100651721
XM_020864333.1	LOC100651721
XM_020864334.1	LOC100651721
XM_012311353.1	LOC100646911
XM_020864336.1	LOC100646911
XM_020864337.1	LOC100646911
XM_012311351.2	LOC100646911
XM_003397355.3	LOC100648097
XM_012311357.2	LOC100648097
XM_012311358.2	LOC100648097
XR_002308005.1	LOC105666036
XM_012311359.2	LOC100651606
XM_020864339.1	LOC100651489
XM_003397490.3	LOC100644892
XM_012311361.2	LOC105666021
XM_012311362.2	LOC100643850
XM_012311363.2	LOC100643850
XM_020864338.1	LOC100643850
XM_020864340.1	LOC100643974
XM_012311653.2	LOC100643974
XR_002308006.1	LOC110119535
XM_012311947.2	LOC100650408
XM_012311946.2	LOC100650408
XM_003397658.2	LOC100645799
XM_012311964.1	LOC105666065
XM_003397694.2	LOC100650160
XM_003397657.3	LOC100645600
XM_020864735.1	LOC100650043
XM_012311914.2	LOC100650043
XM_020864743.1	LOC100650043
XM_020864740.1	LOC100650043
XM_020864742.1	LOC100650043
XM_020864736.1	LOC100650043
XM_020864752.1	LOC100650043
XM_012311916.2	LOC100650043
XM_012311926.2	LOC100650043
XM_020864750.1	LOC100650043
XM_020864751.1	LOC100650043
XM_020864749.1	LOC100650043
XM_020864748.1	LOC100650043
XM_020864753.1	LOC100650043
XM_020864745.1	LOC100650043
XM_020864747.1	LOC100650043
XM_020864741.1	LOC100650043
XM_020864738.1	LOC100650043
XM_020864739.1	LOC100650043
XM_020864744.1	LOC100650043
XM_020864737.1	LOC100650043
XM_020864754.1	LOC100650043
XM_012311938.2	LOC100650043
XM_012311917.2	LOC100650043
XM_020864756.1	LOC100650043
XM_020864755.1	LOC100650043
XM_003397655.3	LOC100645379
XM_020864483.1	LOC100645379
XM_003397656.3	LOC100645495
XM_012311904.2	LOC100645011
XM_012311903.2	LOC100645011
XM_012311905.2	LOC100645011
XM_003397653.3	LOC100645011
XM_012311907.2	LOC100645011
XM_012311906.2	LOC100645011
XM_020864415.1	LOC100644809
XM_020864414.1	LOC100644809
XM_012311899.2	LOC100644609
XM_012311901.2	LOC100644609
XM_003397650.3	LOC100644609
XM_020864353.1	LOC100643490
XM_020864354.1	LOC100643490
XM_003397642.3	LOC100643615
XM_003397647.3	LOC100644139
XM_012311896.2	LOC100644261
XM_003397649.3	LOC100644261
XM_012311897.2	LOC100644261
XM_012311898.2	LOC100643940
XR_002308008.1	LOC100643287
XR_002308009.1	LOC100643287
XM_012311892.2	LOC100643287
XM_012311891.2	LOC100643287
XM_012311893.2	LOC100643287
XM_003397640.3	LOC100643287
XM_020864356.1	LOC100649933
XM_003397692.2	LOC100649933
10817	TRNAR-UCU	
XM_012311890.2	LOC100643046
XM_003397639.3	LOC100643164
XM_012311889.1	LOC100642849
XM_020864379.1	LOC100642849
XM_003397636.2	LOC100642849
XM_003397637.3	LOC100642849
XM_003397635.3	LOC100642730
XM_003397632.3	LOC100642288
XM_012311888.2	LOC100652243
10827	TRNAR-ACG	
XM_003397630.3	LOC100652125
XM_012311887.2	LOC100652003
XM_012311885.1	LOC100652003
XM_012311886.2	LOC100652003
XM_020864783.1	LOC100651885
XM_012311882.2	LOC100649814
XM_003397627.3	LOC100651763
XM_012311881.2	LOC100651407
XM_020864784.1	LOC100651646
XM_003397626.3	LOC100651646
XM_012311878.2	LOC100651646
XM_012311875.2	LOC100651646
XM_020864785.1	LOC100651646
XM_012311876.2	LOC100651646
XM_012311874.2	LOC105666056
XM_012311961.2	LOC100651287
XM_003397622.3	LOC100651164
XM_012311871.2	LOC100650889
XM_003397620.3	LOC100650889
XM_012311872.2	LOC100650774
XM_003397618.3	LOC100650650
XM_012311869.2	LOC100650444
XM_012311870.2	LOC100650444
XM_020864599.1	LOC100650444
XM_020864600.1	LOC100650444
XM_020864601.1	LOC100650444
XM_003397615.3	LOC100650327
XM_012311866.2	LOC105666055
XM_012311865.2	LOC105666055
XM_020864316.1	LOC100650206
XM_003397610.3	LOC100649813
XM_012311862.2	LOC100649813
XM_012311863.2	LOC100649813
XM_003397612.3	LOC100649813
XM_003397611.3	LOC100649813
XM_012311864.2	LOC100649813
XM_003397608.3	LOC100649630
XM_003397609.3	LOC100649630
XM_020864317.1	LOC100649630
XM_003397607.3	LOC100649507
XM_012311848.2	LOC100649298
XM_012311842.2	LOC100649298
XM_020864308.1	LOC100649298
XM_012311846.2	LOC100649298
XM_012311843.2	LOC100649298
XM_020864307.1	LOC100649298
XM_020864309.1	LOC100649298
XM_003397605.2	LOC100649298
XM_012311853.2	LOC100649298
XM_012311850.2	LOC100649298
XM_020864310.1	LOC100649298
XM_003397606.3	LOC100649298
XM_012311856.2	LOC100649180
XM_020864311.1	LOC100649180
XM_003397604.3	LOC100649180
XM_012311855.2	LOC100649180
XR_002308038.1	LOC110119564
XM_020864555.1	LOC110119564
XM_003397603.2	LOC100649064
XM_012311841.2	LOC100648945
XM_020864318.1	LOC100648754
XM_003397601.3	LOC100648754
XM_003397602.3	LOC100648754
XM_003397600.3	LOC100648641
XM_012311840.2	LOC100649696
XR_002308046.1	LOC110119574
XR_002308045.1	LOC110119574
XM_003397595.3	LOC100648058
XM_012311836.2	LOC100648169
XM_012311837.1	LOC100648403
XM_012311838.2	LOC100648403
XM_003397597.3	LOC100648285
XM_020864643.1	LOC100648285
XM_012311834.2	LOC100649582
XR_001098973.2	LOC105666054
XR_001098972.2	LOC105666053
XR_002308028.1	LOC105666053
XR_002308025.1	LOC105666053
XR_002308026.1	LOC105666053
XR_002308030.1	LOC105666053
XR_002308031.1	LOC105666053
XR_002308032.1	LOC105666053
XR_002308033.1	LOC105666053
XR_002308027.1	LOC105666053
XM_012311959.2	LOC105666062
XM_012311833.2	LOC100647932
XM_003397594.3	LOC100647932
XM_020864523.1	LOC110119561
XR_002308034.1	LOC110119561
10917	TRNAN-GUU	
10918	TRNAT-AGU	
XM_020864384.1	LOC100649143
XM_012311830.2	LOC100647811
XM_012311829.2	LOC100647811
XM_020864385.1	LOC100647811
XM_020864383.1	LOC100647697
XM_012311827.2	LOC100647697
XM_003397590.3	LOC100647466
XM_012311826.2	LOC100646868
XM_003397588.3	LOC100647224
XM_020864559.1	LOC100647344
XM_012311824.2	LOC100647344
XM_020864558.1	LOC100647344
XM_020864557.1	LOC100647105
XM_020864444.1	LOC100649026
XM_020864445.1	LOC105666052
XM_012311818.2	LOC100646746
XM_012311819.2	LOC100646746
XM_003397585.3	LOC100646746
XM_012311822.2	LOC100646746
XM_012311820.2	LOC100646746
XM_012311821.2	LOC100646746
XM_020864560.1	LOC100646509
XM_020864561.1	LOC100646509
XM_012311813.2	LOC100646509
XM_003397582.3	LOC100646385
XM_012311814.2	LOC100646385
XM_012311815.2	LOC100646385
XM_003397581.3	LOC100646264
XM_020864554.1	LOC100646264
XM_003397580.2	LOC100646113
XM_003397579.3	LOC100645994
XM_012311812.2	LOC100645994
XM_003397577.3	LOC100645758
XM_020864349.1	LOC100645758
XM_020864348.1	LOC100645878
XM_003397578.3	LOC100645878
XM_020864446.1	LOC110119547
XM_020864786.1	LOC100645564
XM_012311804.2	LOC100645564
XM_012311806.2	LOC100645564
XM_020864787.1	LOC100645564
XM_012311805.2	LOC100645564
XM_012311807.2	LOC100645564
XM_020864788.1	LOC100645564
XM_020864789.1	LOC100645564
XM_012311803.2	LOC105666051
XM_012311800.2	LOC100645452
XM_003397574.3	LOC100645452
XM_012311802.2	LOC100648680
XM_003397681.3	LOC100648680
XM_012311801.2	LOC100648680
XM_020864485.1	LOC100648680
XM_003397572.3	LOC100645202
XM_020864447.1	LOC100645202
XR_002308039.1	LOC110119566
XR_002308017.1	LOC110119544
XM_020864360.1	LOC100644893
XM_012311795.2	LOC100644893
XM_020864362.1	LOC100644893
XM_020864361.1	LOC100644893
XM_020864359.1	LOC100644893
XM_020864357.1	LOC100644893
XM_020864358.1	LOC100644893
XM_020864363.1	LOC110119537
XR_001098971.1	LOC105666050
XM_012311793.2	LOC100648443
XR_002308004.1	LOC110119534
XM_012311789.2	LOC100648326
XM_012311790.2	LOC100648326
XM_012311791.2	LOC100648326
XM_012311792.2	LOC100648326
XM_003397569.3	LOC100644766
XM_003397568.3	LOC100644644
XM_020864448.1	LOC110119548
XM_020864766.1	LOC100644527
XM_020864767.1	LOC100644527
XM_003397566.3	LOC100644408
XM_020864768.1	LOC100644177
XM_003397564.3	LOC100644177
XR_002308051.1	LOC100643975
XM_003397563.3	LOC100643975
XM_003397560.3	LOC100643770
XM_003397561.3	LOC100643770
11002	TRNAD-GUC	
XM_020864449.1	LOC100643533
XM_003397559.3	LOC100643655
XM_020864769.1	LOC100643655
XM_020864484.1	LOC110119556
XM_012311777.2	LOC100643331
XM_012311778.2	LOC100643331
XR_001098970.2	LOC100643331
XM_012311779.2	LOC100643331
XM_003397557.3	LOC100643331
XM_003397556.3	LOC100643331
XM_012311775.2	LOC100643331
XM_012311781.2	LOC100643331
XM_012311780.2	LOC100643331
XM_020864771.1	LOC100643331
XM_012311785.2	LOC100643331
XM_012311782.2	LOC100643331
XM_012311784.2	LOC100643331
XM_012311783.2	LOC100643331
XM_020864770.1	LOC100643331
XM_003397555.2	LOC100643207
XM_020864501.1	LOC100648213
XM_020864502.1	LOC100648213
XM_020864499.1	LOC100648213
XM_020864496.1	LOC100648213
XM_020864498.1	LOC100648213
XM_020864500.1	LOC100648213
XM_020864497.1	LOC100648213
XM_012311773.2	LOC100648213
XM_020864495.1	LOC100648213
XM_020864493.1	LOC100648213
XM_020864494.1	LOC100648213
XM_020864450.1	LOC110119549
XM_012311769.2	LOC100648099
XM_003397552.3	LOC100642524
XM_003397553.3	LOC100642644
XM_012311772.2	LOC105666049
XM_012311771.2	LOC105666049
XM_003397551.3	LOC100642336
XM_020864451.1	LOC100647977
XM_012311768.2	LOC100642214
XM_012311764.1	LOC100652242
XM_012311766.2	LOC100652242
XM_003397549.2	LOC100652242
XM_012311767.2	LOC100652242
XM_020864491.1	LOC100652242
XM_020864492.1	LOC100652124
XM_012311762.1	LOC105666047
XM_012311761.2	LOC100651762
XM_003397548.2	LOC100651884
XR_002308053.1	LOC100651645
XR_002308055.1	LOC100651645
XR_002308054.1	LOC100651645
XM_012311759.2	LOC100651645
XM_012311760.2	LOC100651645
XM_020864794.1	LOC100651527
XM_012311757.2	LOC100651527
XM_003397545.3	LOC100651527
XM_020864796.1	LOC100651333
XM_012311750.2	LOC100651208
XM_012311752.2	LOC100651208
XM_003397543.2	LOC100651208
11064	TRNAD-GUC	
XM_012311748.2	LOC105666046
11066	TRNAD-GUC	
XM_003397539.3	LOC100650729
XM_012311745.2	LOC100650729
XM_012311742.1	LOC100650729
XM_012311743.2	LOC100650729
XM_003397540.3	LOC100650847
XM_012311746.2	LOC100650605
XM_003397542.3	LOC100651085
XM_012311740.2	LOC100651085
XM_012311741.2	LOC100651085
XM_020864734.1	LOC100651085
XM_003397541.3	LOC100650964
XM_012311739.2	LOC100647857
XM_020864389.1	LOC100650487
XM_003397537.3	LOC100650487
XM_003397536.3	LOC100650366
XM_020864387.1	LOC100650366
XM_020864388.1	LOC100650366
XM_012311737.1	LOC100650366
XM_003397535.3	LOC100650245
XM_003397534.3	LOC100650119
XM_003397673.3	LOC100647625
XM_020864800.1	LOC100647625
XM_012311735.2	LOC100650001
XM_003397532.3	LOC100649886
XM_012311955.2	LOC105666061
XM_012311954.2	LOC105666060
XM_012311734.2	LOC100649581
XM_003397671.3	LOC100647384
XM_020864421.1	LOC100649456
XM_012311732.2	LOC100647267
XR_002308062.1	LOC110119588
XM_020864521.1	LOC100649336
XM_003397527.2	LOC100649336
XM_020864452.1	LOC110119550
XM_003397526.3	LOC100649216
XM_003397525.3	LOC100649025
XM_020864775.1	LOC100649025
XM_020864776.1	LOC100649025
XM_012311729.2	LOC100648828
XM_003397523.3	LOC100648828
XM_003397524.3	LOC100648828
XM_012311728.2	LOC100648828
XM_012311727.2	LOC100648640
XM_020864544.1	LOC100648640
XM_020864546.1	LOC100648640
XM_020864545.1	LOC100648640
XM_020864547.1	LOC100642930
XM_003397715.3	LOC100642810
XM_012311725.2	LOC100642810
XM_020864381.1	LOC100642572
XM_020864382.1	LOC100642694
XM_012311720.2	LOC100642372
XM_012311722.2	LOC100642372
XM_012311724.2	LOC100642372
XM_012311723.2	LOC100642372
XM_012311721.2	LOC100642372
XM_020864648.1	LOC100652284
XM_003397710.3	LOC100652284
XM_020864651.1	LOC100642253
XM_020864649.1	LOC100642253
XM_012311717.2	LOC100652044
XM_003397708.3	LOC100652044
XM_012311713.2	LOC100652164
XM_003397709.3	LOC100652164
XM_012311711.2	LOC100652164
XM_012311714.2	LOC100647150
XM_003397669.3	LOC100647150
XM_020864655.1	LOC100647030
XM_020864653.1	LOC100647030
XM_020864652.1	LOC100647030
XM_020864654.1	LOC100647030
XM_020864656.1	LOC100647030
XM_012311707.2	LOC100651925
XM_012311709.2	LOC100651925
XM_012311708.1	LOC100651925
XM_003397707.3	LOC100651925
XM_020864657.1	LOC100651925
XM_012311710.2	LOC100651925
XM_020864659.1	LOC100651925
XM_012311705.2	LOC100651686
XR_002308042.1	LOC105666043
XR_001098968.2	LOC105666043
XM_020864597.1	LOC100651490
XM_003397702.3	LOC100651252
XM_020864596.1	LOC100651252
XM_003397703.3	LOC100651373
XM_012311702.2	LOC100651373
XM_012311703.2	LOC100651373
XM_012311701.1	LOC100651132
XM_012311700.2	LOC105666042
XM_012311699.2	LOC100651011
XM_012311698.2	LOC100650890
XM_012311696.2	LOC100650890
XM_012311697.2	LOC100650890
XM_003397698.3	LOC100650651
XM_012311692.2	LOC100650651
XM_020864667.1	LOC100650775
XM_003397697.3	LOC100650531
XM_012311695.2	LOC100650531
XM_003397688.3	LOC100649385
XM_003397695.2	LOC100650287
XM_012311691.2	LOC100648561
XM_003397674.3	LOC100647738
XM_020864668.1	LOC100646831
XM_012311953.2	LOC105666059
XM_012311689.2	LOC100645995
XM_020864670.1	LOC100645995
XM_003397659.3	LOC100645995
XM_012311688.2	LOC105666041
XM_012311686.2	LOC100643735
XM_003397644.3	LOC100643735
XM_003397643.3	LOC100643735
XM_020864417.1	LOC100643735
XM_003397654.3	LOC100645252
XM_003397633.3	LOC100642493
XM_012311683.2	LOC100642493
XM_012311684.2	LOC100642493
XM_012311681.2	LOC100651528
XM_012311680.2	LOC100651528
XM_012311679.2	LOC100651528
XM_012311682.2	LOC100651528
XM_003397613.3	LOC100650084
XM_020864454.1	LOC100648520
XM_012311667.1	LOC100646627
XM_012311664.2	LOC100646627
XM_012311665.2	LOC100646627
XM_020864453.1	LOC110119152
XM_012311672.2	LOC100645331
XM_012311670.2	LOC100645331
XM_012311673.2	LOC100645331
XM_012311671.2	LOC100645331
XM_012311674.2	LOC100645331
XM_003397565.3	LOC100644298
XM_012311675.2	LOC100642848
XM_003397554.3	LOC100642848
XM_012311677.2	LOC100642848
XM_012311952.2	LOC100652002
XM_012311663.2	LOC105666040
XM_012311662.2	LOC105666039
XM_012311661.2	LOC105666038
XM_003397530.2	LOC100649695
XR_002308002.1	LOC100646471
XM_020864312.1	LOC100646471
XM_003397663.2	LOC100646471
XR_002308003.1	LOC110119533
XM_020864313.1	LOC100646471
XM_020864315.1	LOC100646348
XM_020864314.1	LOC100646348
XM_012311658.2	LOC100647505
XM_012311949.2	LOC105666058
XM_020864563.1	LOC105666057
XR_002308040.1	LOC110119567
XM_020864564.1	LOC110119567
